Temperature_C,Pressure_hPa,AngleX,AngleY,AngleZ,AccX_g,AccY_g,AccZ_g,Altitude_m,label
31.7,975.88,-1.63,0.6299999999999999,-2593.67,-0.021000000000000005,-0.007000000000000001,0.997,315.85,0
32.6,976.18,-1.11,-0.25,-713.3200000000002,-0.002999999999999999,0.0,0.993,313.31,0
32.41,975.18,-1.29,-4.14,-3298.2,0.063,-0.003000000000000001,0.99,321.87,0
32.3,975.06,-1.25,-3.8,-4448.49,0.057,-0.0009999999999999992,0.988,322.94,0
31.89,975.75,-1.25,-0.5,-667.3200000000002,0.0,-0.0009999999999999992,0.992,317.02,0
32.13,975.45,-1.15,-0.79,-57.99000000000001,0.006,0.0009999999999999992,0.996,319.56,0
32.19,975.09,-1.34,-3.7299999999999995,-5148.53,0.056,-0.002,0.989,322.65,0
33.68,976.07,-1.79,-4.29,-3713.6799999999994,0.063,-0.014,0.995,314.29,0
32.2,975.45,-1.32,1.0799999999999998,-941.9000000000001,-0.029000000000000005,0.002,1.0,319.57,0
31.77,975.74,-1.21,-0.54,-939.51,0.0010000000000000005,0.004,0.994,317.1,0
32.09,975.12,-1.32,-3.7299999999999995,-5087.53,0.055,-0.0009999999999999992,0.987,322.37,0
32.39,975.14,-1.36,-4.16,-3383.59,0.064,-0.0009999999999999992,0.988,322.2,0
32.01,975.96,47.47,24.509999999999998,-571.1500000000001,-0.542,0.433,-0.137,315.16,1
32.32,976.04,-0.93,-6.35,-2880.48,0.1,0.002,0.984,314.49,0
31.76,975.88,-1.54,0.6399999999999999,-1868.57,-0.021000000000000005,-0.008000000000000002,1.002,315.92,0
32.3,976.03,-0.98,-6.33,-2962.31,0.09800000000000002,-0.002,0.989,314.6,0
32.26,976.15,-1.09,-1.83,-1872.64,0.025,0.005,0.992,313.56,0
32.08,975.16,-1.3,-3.74,-5077.27,0.055,0.0009999999999999992,0.99,322.06,0
31.66,975.58,-1.16,1.82,-2118.54,-0.04,0.002,0.992,318.5,0
32.33,976.05,-0.88,-6.320000000000001,-2890.05,0.101,0.006,0.985,314.42,0
32.21,976.02,-1.07,-5.97,-3101.87,0.092,0.005,0.982,314.67,0
31.18,975.43,-1.17,-0.64,-56.539999999999736,0.004,-0.002,0.995,319.76,0
32.34,975.02,-1.3,-3.79,-4002.26,0.057,-0.003000000000000001,0.982,323.23,0
24.13,824.04,-1.76,0.3500000000000001,-44.340000000000146,-0.001999999999999999,0.004,0.994,1709.87,1
34.61,976.2,-1.14,0.3899999999999999,-125.23000000000025,-0.014999999999999998,-0.0009999999999999992,0.991,313.11,1
33.05,976.16,-0.98,-0.25,-326.1700000000001,-0.001999999999999999,0.004,0.993,313.51,0
24.13,824.04,-1.51,0.1100000000000001,-53.38000000000011,-0.006,-0.004,1.001,1709.87,1
32.45,975.02,-1.28,-3.7799999999999994,-3849.88,0.05999999999999999,0.0009999999999999992,0.982,323.31,0
32.4,975.04,-1.32,-4.16,-3762.21,0.065,-0.002,0.985,323.06,0
34.13,976.1,-1.07,-1.63,-2682.72,0.019999999999999997,0.0,0.997,313.98,1
32.35,975.02,-1.27,-3.8,-4068.1,0.056,0.0,0.988,323.27,0
29.93,975.49,-1.09,-0.69,-289.6700000000001,0.005,-0.002,0.99,319.27,0
32.2,975.44,-1.6,-0.82,-840.1399999999999,0.004,0.002,0.997,319.68,1
32.65,976.18,-1.13,-0.31000000000000005,-556.53,-0.001,0.0,0.993,313.33,0
31.72,975.87,-1.58,0.6299999999999999,-2362.08,-0.025,-0.004999999999999999,1.003,315.97,0
31.82,975.91,-1.5,0.6199999999999999,-1336.03,-0.019000000000000003,-0.004999999999999999,0.998,315.64,0
31.83,975.76,-1.19,-0.53,-800.8800000000001,-0.001999999999999999,0.003,0.996,316.92,0
31.54,975.48,-1.09,1.84,-2477.76,-0.042,0.0,0.997,319.35,0
31.69,975.85,-1.61,0.6199999999999999,-2671.44,-0.019999999999999997,-0.006,0.995,316.15,0
18.6,964.23,-1.2,-3.1399999999999997,-4636.21,0.046,0.0,0.988,416.32,1
32.21,975.45,-1.34,1.0500000000000003,-972.29,-0.026000000000000002,-0.006,1.001,319.54,0
31.69,975.67,-1.22,-0.5,-1541.39,0.0,0.003,0.999,317.66,0
32.13,976.1,-1.03,-1.79,-2552.57,0.026999999999999996,0.0009999999999999992,0.996,314.0,0
32.4,975.42,-1.22,-8.4,-2147.1,0.136,0.0,0.97,319.84,1
32.37,975.02,-71.17,-43.27000000000001,-3649.34,0.314,0.321,1.559,323.26,1
32.27,975.4,12.47,-11.93,-1894.88,0.23,0.467,0.744,320.01,1
31.66,975.66,-1.17,1.9000000000000001,-1780.19,-0.041,0.002,0.999,317.76,0
31.74,975.86,-1.6,0.6299999999999999,-1919.91,-0.021000000000000005,-0.004999999999999999,0.997,316.08,0
31.68,975.64,-1.3,-0.52,-1584.43,0.0,0.002,0.999,317.97,0
32.37,975.09,-1.33,-3.8099999999999996,-3687.75,0.059,-0.002,0.982,322.7,0
32.27,976.01,-1.07,-5.94,-3046.83,0.09399999999999999,0.003,0.988,314.75,0
31.77,975.87,-1.51,0.6199999999999999,-1858.38,-0.018000000000000002,-0.007000000000000001,0.998,315.95,0
32.37,975.4,-1.38,-8.46,-2018.92,0.139,-0.003000000000000001,0.965,319.97,1
32.53,976.19,-43.31,5.430000000000001,-904.69,0.008,-0.246,-0.05400000000000005,313.18,1
28.76,974.98,-1.29,-3.6899999999999995,-5519.189999999999,0.05,-0.004,0.987,323.65,0
31.87,975.77,-1.23,-0.5,-688.5799999999999,-0.001999999999999999,-0.002,0.994,316.86,0
31.66,975.63,-1.15,1.9000000000000001,-1685.86,-0.042,-0.0009999999999999992,0.998,318.05,0
32.33,975.03,-1.25,-3.8199999999999994,-4423.18,0.056,-0.0009999999999999992,0.986,323.16,0
31.73,975.87,-1.61,0.6100000000000001,-2269.58,-0.016,-0.006,1.002,315.93,0
32.08,975.98,-1.51,-0.82,-265.75,0.005,-0.003000000000000001,0.996,315.05,0
32.44,975.01,-1.3,-3.83,-3723.14,0.059,-0.003000000000000001,0.986,323.31,0
32.26,975.97,-1.37,-5.24,-3866.7199999999993,0.083,-0.0009999999999999992,0.984,315.15,0
31.68,975.66,-1.27,-0.56,-1573.73,0.004,-0.0009999999999999992,0.991,317.81,0
31.91,975.45,-1.13,-0.78,-143.1199999999999,0.007,0.0,0.996,319.55,0
32.33,976.05,-0.87,-6.31,-2861.29,0.09800000000000002,0.005,0.984,314.4,0
32.15,975.93,-1.35,-5.27,-3965.72,0.083,-0.003000000000000001,0.983,315.46,0
32.32,975.1,-1.32,-4.16,-3598.27,0.066,-0.002,0.982,322.56,0
32.21,976.15,-1.05,-1.8,-2354.35,0.025,0.0,0.989,313.54,0
32.14,975.94,-1.45,-5.27,-4002.2300000000005,0.084,-0.006,0.99,315.39,0
33.09,976.17,-2.26,-9.17,-66.83999999999992,0.145,0.022,0.969,313.39,0
32.08,975.95,-1.46,-0.83,-246.3699999999999,0.009,-0.004999999999999999,0.996,315.32,0
32.29,975.41,-1.18,41.99,-1143.54,-0.734,0.002,0.809,319.95,1
33.22,975.95,-1.73,-4.23,-3708.63,0.072,-0.01,0.968,315.29,0
32.12,975.49,-1.13,-0.84,-682.9000000000001,0.003,0.005,0.997,319.21,0
32.34,976.03,-1.1,-5.97,-3006.94,0.09300000000000001,-0.0009999999999999992,0.989,314.6,0
31.88,975.93,-1.44,0.6299999999999999,-825.98,-0.021000000000000005,-0.004,0.996,315.41,0
31.51,975.43,-1.33,-6.58,-2597.95,0.101,0.0,0.978,319.75,0
24.46,974.95,-1.34,-3.6899999999999995,-5412.17,0.057,0.0009999999999999992,0.986,323.86,1
32.29,975.39,-1.26,-1.04,-1354.65,0.008,-0.002,0.994,320.08,0
32.16,975.96,-1.47,-0.83,-14.139999999999873,0.008,-0.004999999999999999,0.994,315.18,0
31.86,975.9,-1.53,0.6399999999999999,-1034.58,-0.021999999999999992,-0.003000000000000001,0.997,315.7,0
32.27,976.15,-1.04,-1.82,-1930.11,0.022,0.003,0.99,313.58,0
32.26,976.13,-1.03,-1.82,-1714.84,0.023,0.003,0.994,313.75,0
32.53,976.21,-1.05,-0.26,-795.3299999999999,-0.004,0.002,0.995,313.08,0
32.94,976.2,-1.05,-0.26,-354.31999999999994,-0.001,0.002,0.994,313.16,0
21.85,975.06,-1.32,-3.2799999999999994,-4596.9,0.042,-0.0009999999999999992,1.005,322.92,1
32.38,975.07,-1.33,-4.17,-3747.24,0.062000000000000006,-0.002,0.984,322.8,0
32.44,975.0,-1.3,-3.79,-3834.66,0.058,-0.0009999999999999992,0.984,323.43,0
32.19,976.18,-1.06,-1.8,-2451.18,0.024,-0.0009999999999999992,0.987,313.3,0
31.71,975.71,-1.27,-0.54,-1384.93,0.0,0.0009999999999999992,0.993,317.3,0
30.46,975.46,-1.13,-0.74,-207.01999999999998,0.004,0.0,0.993,319.46,0
32.16,975.93,-1.39,-5.27,-3929.17,0.086,-0.008000000000000002,0.984,315.47,0
29.81,974.98,-0.94,-4.91,-5658.19,0.072,0.005,0.983,323.6,1
33.76,976.05,-1.43,-5.25,-3725.91,0.081,-0.003000000000000001,0.986,314.42,0
32.24,975.46,-1.49,1.0,-865.95,-0.028000000000000004,-0.006,1.001,319.49,0
31.9,975.92,-1.46,0.6299999999999999,-949.8899999999999,-0.021000000000000005,-0.008000000000000002,0.997,315.5,0
30.61,975.45,-1.16,-0.74,-123.77000000000021,0.005,0.002,0.985,319.58,0
32.4,975.06,-1.31,-3.8,-3697.83,0.057,0.002,0.981,322.94,0
31.78,975.71,-1.22,-0.51,-1003.0900000000001,-0.001,0.004,0.996,317.38,0
32.38,975.4,91.35,16.7,-2210.0,0.0010000000000000005,1.197,-0.514,319.99,1
32.38,975.07,-1.32,-3.7799999999999994,-3682.61,0.058,-0.004,0.983,322.87,0
32.24,975.99,-1.01,-5.41,-3584.17,0.085,0.002,0.987,314.92,0
34.7,976.22,-1.13,0.22999999999999998,-134.80999999999995,-0.013,0.0009999999999999992,0.998,312.93,1
31.48,975.41,-1.29,-6.62,-2911.36,0.10499999999999998,-0.0009999999999999992,0.983,319.88,0
32.29,975.04,-1.26,-3.8099999999999996,-4154.3,0.057,-0.002,0.984,323.13,0
32.04,976.0,-1.48,-0.82,-309.3899999999999,0.006,-0.004,0.993,314.82,0
24.13,824.04,-1.79,0.030000000000000027,-165.24,0.004,0.002,0.993,1709.87,1
31.73,975.74,-1.22,-0.53,-1115.65,0.0,-0.0009999999999999992,0.991,317.05,0
32.79,976.19,-1.02,-0.25,-443.4200000000003,-0.001,0.0,0.997,313.23,0
32.22,976.14,-1.03,-1.81,-2171.04,0.025999999999999995,0.0009999999999999992,0.991,313.64,0
32.44,975.94,-1.48,-2.1799999999999997,-4395.54,0.027999999999999997,-0.004,0.991,315.37,0
29.93,975.49,-1.06,-0.48,-88.84999999999968,0.002,-0.0009999999999999992,0.998,319.25,0
32.44,975.23,-1.42,-5.97,-2753.14,0.096,-0.007000000000000001,0.974,321.44,1
32.23,975.39,-1.28,-1.05,-1723.15,0.007,0.0009999999999999992,1.0,320.13,0
32.85,976.2,-1.01,-0.26,-396.45000000000005,-0.004,0.003,0.999,313.09,0
31.71,975.72,-1.25,-0.54,-1217.85,-0.001,0.004,0.991,317.29,0
32.11,975.94,-1.47,-0.82,-72.28999999999996,0.006,-0.003000000000000001,0.992,315.33,0
31.82,975.93,-1.52,0.6100000000000001,-1219.95,-0.019999999999999997,-0.004999999999999999,0.996,315.49,0
31.76,975.83,-1.52,0.6299999999999999,-1966.0,-0.018000000000000002,-0.004,0.995,316.27,0
32.05,975.95,-1.42,-0.82,-198.01,0.009,-0.003000000000000001,0.993,315.32,0
24.51,975.46,-1.1,-0.63,-348.19000000000005,0.002,0.0,0.993,319.5,1
32.32,976.03,-0.94,-6.320000000000001,-2899.67,0.101,0.004,0.983,314.48,0
32.39,975.32,10.929999999999998,23.03,-2540.93,-0.10800000000000001,0.627,1.23,320.7,1
32.36,975.08,-1.32,-4.13,-3443.92,0.061,-0.002,0.985,322.77,0
31.45,975.41,-1.35,-6.6,-2874.5,0.108,-0.004,0.973,319.93,0
21.12,974.85,-1.34,-3.6799999999999997,-5401.9,0.055,-0.0009999999999999992,0.985,324.71,1
32.53,976.18,-26.04,-3.4799999999999995,-839.44,-0.054,-0.433,0.558,313.34,1
31.91,975.71,-1.19,-0.5,-656.6599999999999,0.0010000000000000005,0.0009999999999999992,0.987,317.31,0
32.55,976.21,-1.06,-0.26,-785.6599999999999,-0.004999999999999999,0.0,0.991,313.09,0
32.14,976.07,-1.04,-1.81,-2547.72,0.023,-0.002,0.995,314.21,0
32.71,975.99,-1.4,-5.28,-3778.3,0.085,-0.003000000000000001,0.985,314.96,0
32.51,976.11,-1.01,-1.89,-1019.8400000000001,0.025,0.0,0.995,313.63,0
31.51,975.43,-1.12,1.86,-2549.24,-0.043,0.004,0.998,319.76,0
20.72,974.96,-1.23,-3.41,-5335.84,0.051,-0.002,0.981,323.75,1
31.7,975.69,-1.24,-0.54,-1347.08,0.004,0.0009999999999999992,0.996,317.48,0
32.14,975.96,-1.05,-5.43,-3633.18,0.088,0.0009999999999999992,0.983,315.19,0
29.56,975.47,-1.07,-0.46,-64.52000000000021,-0.004,0.003,0.996,319.44,0
31.85,975.0,-1.2,0.15999999999999992,-5853.56,-0.012000000000000002,0.0009999999999999992,0.994,323.42,0
31.51,975.45,-1.13,1.84,-2554.37,-0.044,0.0,1.002,319.58,0
31.92,975.5,-1.15,-0.82,-153.18000000000006,0.005,0.004,0.996,319.12,0
31.9,975.93,-1.56,0.6100000000000001,-954.8600000000001,-0.018000000000000002,-0.006,1.002,315.44,0
32.37,975.42,-1.62,-0.24,-2316.18,-0.008,-0.007000000000000001,1.001,319.86,0
16.85,974.89,-1.22,-3.49,-5265.77,0.048,-0.002,0.991,324.39,1
33.25,976.08,-1.07,-1.67,-2707.36,0.022,-0.0009999999999999992,1.001,314.15,0
31.56,975.53,-1.17,1.82,-2380.75,-0.044,0.0,0.996,318.88,0
32.23,975.99,-1.06,-5.97,-3091.79,0.095,0.002,0.985,314.97,0
32.42,976.14,-0.98,-1.86,-1319.37,0.019999999999999997,0.0,0.989,313.67,0
33.21,975.42,-1.37,-6.45,-3016.15,0.101,-0.002,0.977,319.8,0
32.23,975.97,-1.39,-5.23,-4191.59,0.08,-0.003000000000000001,0.981,315.11,0
32.16,975.98,-1.12,-0.49,-3.5100000000002183,-0.001,0.0,0.994,315.01,0
32.11,975.02,-1.16,0.15999999999999992,-5914.17,-0.007000000000000001,0.004,1.002,323.28,0
32.38,976.03,-1.03,-5.81,-3021.61,0.09,0.0,0.986,314.62,0
32.33,975.37,-1.54,-0.31000000000000005,-2474.68,-0.004,-0.002,1.0,320.29,0
31.65,975.64,-1.19,1.9199999999999997,-1696.23,-0.044,0.004,0.999,317.98,0
32.26,976.04,-0.88,-6.320000000000001,-2996.09,0.102,-0.0009999999999999992,0.984,314.5,0
32.26,975.07,-1.33,-3.8199999999999994,-4184.75,0.058,-0.0009999999999999992,0.985,322.8,0
32.32,975.02,-1.24,-3.8,-4027.58,0.055,-0.004999999999999999,0.984,323.31,0
32.38,975.06,3.25,-13.800000000000002,-3675.68,0.223,0.075,1.001,322.92,1
32.4,975.42,-1.52,-0.2899999999999999,-2342.76,-0.002999999999999999,-0.004,1.0,319.86,0
35.13,976.18,-1.04,0.07000000000000006,-163.8199999999997,-0.009000000000000001,0.005,0.992,313.3,1
32.76,976.19,-1.09,-0.27,-466.84000000000015,-0.006,0.0009999999999999992,0.991,313.19,0
31.57,975.5,-1.22,1.82,-2272.95,-0.043,-0.003000000000000001,0.994,319.13,0
32.05,975.42,-1.17,-0.56,-13.940000000000055,0.0010000000000000005,0.0,0.996,319.86,0
33.53,975.83,-1.26,0.07000000000000006,-273.23000000000025,-0.012000000000000002,0.0009999999999999992,1.0,316.28,0
31.63,975.55,-1.11,1.8299999999999998,-2195.59,-0.039,0.003,0.999,318.72,0
32.37,976.13,-1.0,-1.84,-1443.56,0.019000000000000003,0.003,0.992,313.73,0
32.34,976.14,-1.04,-1.85,-1534.6,0.025,0.005,0.996,313.67,0
32.26,976.11,-1.02,-1.82,-1672.1,0.023,0.003,0.988,313.89,0
32.27,975.41,3.8899999999999997,48.81000000000001,-1887.32,-0.8860000000000001,0.05,1.036,319.88,1
31.69,975.83,-1.58,0.6199999999999999,-2743.98,-0.021000000000000005,-0.007000000000000001,0.998,316.31,0
32.2,975.42,-1.33,1.1000000000000003,-1082.92,-0.029000000000000005,-0.002,0.996,319.82,0
31.69,975.86,-1.62,0.6299999999999999,-2811.48,-0.021000000000000005,-0.004999999999999999,0.995,316.09,0
32.3,975.08,-1.31,-4.18,-3573.47,0.059,-0.002,0.993,322.71,0
32.07,975.93,-1.48,-0.83,-241.51,0.005,-0.004999999999999999,0.999,315.44,0
32.34,975.07,-148.4,-48.76,-3656.49,0.177,-0.010999999999999998,-0.22399999999999998,322.81,1
32.13,975.5,-1.11,-0.85,-768.75,0.004,0.003,1.001,319.16,0
24.13,824.04,-1.76,0.95,-123.8299999999997,-0.009000000000000001,-0.0009999999999999992,0.982,1709.87,1
31.29,975.2,-1.28,-3.7299999999999995,-4939.98,0.053,-0.004,0.984,321.72,0
31.69,975.78,-1.28,-0.57,-112.5,0.0,-0.003000000000000001,0.994,316.76,0
31.77,975.87,-1.53,0.6399999999999999,-1797.45,-0.024,-0.004,0.998,315.99,0
24.13,824.04,-1.14,-0.71,-532.4499999999998,0.004,-0.003000000000000001,0.995,1709.87,1
35.64,997.71,-1.29,0.050000000000000044,-350.89999999999986,-0.01,-0.003000000000000001,0.989,130.23,1
31.92,975.47,-1.13,-0.82,-158.18000000000006,0.003,0.003,0.998,319.38,0
32.24,975.44,-1.23,-0.55,-9.519999999999982,0.002,0.0,0.994,319.69,0
32.16,975.96,-1.49,-0.8,-23.840000000000146,0.003,-0.004,0.995,315.16,0
32.02,975.47,-1.13,-0.86,-461.30999999999995,0.008,-0.0009999999999999992,1.002,319.41,0
17.009999999999998,971.18,-1.16,-3.21,-4665.75,0.046,-0.002,0.98,356.3,1
32.36,976.1,-1.03,-1.87,-1424.42,0.025,0.003,0.991,313.95,0
32.66,976.19,-1.05,-0.25,-603.96,-0.002999999999999999,0.003,0.995,313.21,0
32.37,975.07,-1.29,-3.79,-4352.24,0.057,-0.004,0.984,322.86,0
32.26,976.18,-1.06,-1.81,-1973.21,0.020999999999999998,0.0009999999999999992,0.989,313.32,0
32.45,975.06,-1.3,-3.8099999999999996,-3819.3999999999996,0.055,0.0009999999999999992,0.984,322.89,0
32.26,976.15,-1.0,-1.83,-1700.56,0.023,0.0,0.998,313.55,0
32.2,975.45,-1.35,1.06,-946.9200000000001,-0.026999999999999996,0.0,1.007,319.54,0
31.75,975.82,-1.55,0.6199999999999999,-1960.86,-0.018000000000000002,-0.007000000000000001,0.995,316.36,0
31.72,975.85,-1.61,0.5999999999999999,-2320.96,-0.019999999999999997,-0.009,0.997,316.16,0
31.7,975.7,-1.28,-0.52,-1379.51,0.0010000000000000005,-0.003000000000000001,0.995,317.41,0
32.12,975.97,-1.42,-5.28,-4085.79,0.081,-0.003000000000000001,0.98,315.08,0
32.19,976.16,-1.02,-1.82,-2470.41,0.019999999999999997,0.002,0.997,313.5,0
31.74,975.84,-1.62,0.5799999999999998,-2274.7,-0.021000000000000005,-0.004,0.999,316.23,0
32.3,976.01,-0.9,-6.33,-2943.01,0.1,0.004,0.987,314.81,0
32.12,975.93,-1.38,-5.24,-4148.23,0.085,-0.006,0.987,315.42,0
31.99,975.95,-1.39,0.6599999999999997,-693.81,-0.024,-0.003000000000000001,0.989,315.27,0
32.18,975.99,-1.01,-5.4,-3623.37,0.084,0.002,0.982,314.92,0
32.14,975.44,28.0,1.49,-772.29,-0.031,0.48600000000000004,0.88,319.62,1
32.47,976.19,-1.02,-1.88,-1119.33,0.022,0.0,0.994,313.26,0
31.72,975.73,-1.28,-0.51,-1244.88,0.0010000000000000005,-0.003000000000000001,0.994,317.17,0
31.7,975.77,-1.29,-0.5899999999999999,-128.61000000000013,0.004,0.0009999999999999992,0.993,316.83,0
32.38,975.08,-1.34,-4.16,-3752.23,0.065,-0.003000000000000001,0.988,322.74,0
31.76,975.85,-1.65,0.6199999999999999,-1940.38,-0.021000000000000005,-0.006,0.997,316.15,0
32.49,976.17,-1.02,-1.87,-1062.38,0.024,0.0009999999999999992,0.991,313.33,0
31.72,975.72,-1.26,-0.55,-1293.19,-0.001,0.004,1.0,317.24,0
31.11,974.94,-1.17,0.16999999999999993,-5782.81,-0.014999999999999998,-0.0009999999999999992,1.0,323.98,0
31.68,975.82,-1.61,0.5999999999999999,-2847.97,-0.021000000000000005,-0.004999999999999999,1.003,316.37,0
32.1,975.94,-1.37,-5.27,-4059.7,0.083,-0.003000000000000001,0.986,315.35,0
32.25,976.14,-0.97,-1.83,-1915.76,0.018,0.003,0.995,313.68,0
31.71,975.7,-1.28,-0.54,-1303.93,-0.001,0.0,0.995,317.39,0
31.64,975.58,-1.13,1.82,-2164.87,-0.043,-0.002,0.997,318.48,0
31.68,975.63,-1.26,-0.51,-1514.37,-0.001999999999999999,0.003,0.988,318.0,0
31.98,975.49,-1.14,-0.83,-380.4400000000003,0.01,0.0009999999999999992,0.998,319.25,0
32.31,975.39,-1.27,-1.04,-1328.41,0.007,-0.0009999999999999992,0.995,320.08,0
30.11,974.98,-1.31,0.010000000000000009,-5676.82,-0.008,0.002,0.997,323.62,0
32.54,976.2,-1.09,-0.25,-790.51,-0.004,0.003,1.001,313.15,0
31.67,975.64,-1.22,-0.53,-1595.09,0.0010000000000000005,0.0009999999999999992,0.987,317.94,0
32.37,975.06,-1.28,-3.79,-4337.02,0.059,-0.004999999999999999,0.979,322.9,0
31.77,975.7,-1.23,-0.53,-1019.1700000000001,-0.004,0.004,1.004,317.39,0
31.73,975.75,-1.3,-0.54,-1121.0299999999997,0.0,-0.0009999999999999992,0.997,317.0,0
31.78,975.74,-1.23,-0.51,-848.8800000000001,0.0,-0.002,0.996,317.1,0
31.93,975.47,-1.15,-0.8,-163.21000000000026,0.008,0.002,1.002,319.37,0
32.45,976.15,-0.98,-1.85,-1105.2,0.025,0.003,0.984,313.54,0
31.66,975.79,-1.29,-0.5899999999999999,-90.90999999999985,0.002,0.002,0.994,316.61,0
31.89,975.91,-1.45,0.6500000000000001,-816.05,-0.018000000000000002,-0.003000000000000001,0.995,315.59,0
31.92,975.92,-1.46,0.6299999999999999,-796.31,-0.018000000000000002,-0.009,0.992,315.56,0
32.38,975.4,-1.74,76.91,-1944.6,-1.049,0.034,0.32800000000000007,320.03,1
31.64,975.83,-1.25,-0.5899999999999999,-69.25999999999999,0.002,0.004,1.004,316.3,0
31.88,975.94,-1.5,0.6199999999999999,-830.94,-0.018000000000000002,-0.002,0.996,315.4,0
32.42,975.33,66.76,46.49,-2559.38,-1.443,0.037,2.055,320.59,1
32.22,976.0,-1.05,-5.96,-3061.84,0.096,0.004,0.981,314.84,0
31.81,975.9,-1.51,0.6100000000000001,-1623.88,-0.019999999999999997,-0.002,1.001,315.73,0
32.18,975.48,37.18,10.73,-830.24,-0.169,0.591,0.824,319.35,1
32.34,975.04,-1.28,-3.8099999999999996,-4402.95,0.056,0.003,0.985,323.1,0
31.78,975.73,-1.18,-0.51,-923.53,-0.001999999999999999,0.002,0.998,317.18,0
24.13,824.04,-0.41999999999999993,-3.1099999999999994,-504.4000000000001,0.046,-0.007000000000000001,0.978,1709.87,1
32.22,976.15,-1.05,-1.82,-2252.94,0.024,0.0009999999999999992,0.993,313.6,0
32.34,975.37,-1.54,-0.30000000000000004,-2485.13,-0.002999999999999999,-0.006,0.994,320.26,0
31.2,975.42,-1.09,-0.49,-10.0300000000002,0.002,0.006,0.995,319.87,0
31.55,975.54,-1.13,1.82,-2370.5,-0.043,0.002,0.999,318.84,0
31.69,975.84,-1.63,0.6500000000000001,-2827.06,-0.019000000000000003,-0.007000000000000001,1.001,316.27,0
24.13,824.04,-1.96,-0.020000000000000018,-54.299999999999955,0.0010000000000000005,-0.0009999999999999992,0.989,1709.87,1
32.3,975.02,-1.32,-3.79,-4139.11,0.056,-0.004,0.987,323.23,0
31.89,975.94,-1.51,0.6399999999999999,-910.23,-0.021999999999999992,-0.004,1.005,315.35,0
32.42,975.28,-1.42,-5.97,-2763.27,0.09300000000000001,-0.0009999999999999992,0.979,321.06,1
31.56,975.44,-4.919999999999999,79.41,-2595.59,-1.074,0.018,0.18100000000000005,319.65,1
24.13,824.04,-1.57,-0.14,-539.8800000000003,0.004,0.0,0.992,1709.87,1
32.15,975.93,-1.37,-5.28,-3923.9400000000005,0.085,-0.002,0.984,315.43,0
27.77,975.16,-1.29,-3.7,-4706.17,0.058,-0.002,0.987,322.06,0
32.3,975.98,-1.36,-2.3499999999999996,-4224.6,0.03500000000000001,-0.003000000000000001,0.992,315.01,0
31.78,975.72,-1.23,-0.51,-886.24,0.0,0.005,0.996,317.28,0
32.32,975.97,-1.59,-4.83,-4500.77,0.076,-0.004,0.988,315.09,0
32.92,976.18,-1.28,0.69,-256.56999999999994,-0.021000000000000005,-0.0009999999999999992,0.993,313.34,0
32.52,976.16,-0.97,-1.9,-1015.1599999999999,0.020999999999999998,0.003,0.995,313.51,0
31.73,975.9,-1.58,0.6299999999999999,-2295.21,-0.019000000000000003,-0.002,0.998,315.74,0
31.89,975.01,-1.14,0.19999999999999996,-5858.57,-0.011000000000000001,0.0,1.0,323.36,0
31.71,975.7,-1.32,-0.55,-1406.56,-0.001999999999999999,-0.0009999999999999992,0.998,317.42,0
32.04,975.52,-1.1,-0.86,-496.47,0.005,0.0009999999999999992,0.991,318.98,0
30.49,975.48,-1.1,-0.72,-304.3399999999999,0.003,0.002,0.99,319.35,0
32.27,976.15,-1.02,-1.86,-1791.15,0.025999999999999995,0.0,0.989,313.56,0
31.99,975.98,-1.52,-0.84,-488.8100000000002,0.002,-0.006,0.985,315.03,0
28.5,975.46,-1.13,-0.5899999999999999,-240.93000000000006,0.006,-0.0009999999999999992,0.991,319.5,0
31.83,975.72,-1.21,-0.51,-731.4000000000001,0.0010000000000000005,-0.002,0.994,317.23,0
32.19,976.15,-1.08,-1.7800000000000002,-2460.86,0.019999999999999997,0.003,0.993,313.57,0
32.42,976.17,-1.05,-1.86,-1328.99,0.025,0.004,1.003,313.43,0
31.47,975.46,-1.3,-6.59,-2739.13,0.106,0.0,0.982,319.51,0
33.84,976.19,-1.1,-0.25,-260.53999999999974,-0.006,0.0,0.995,313.23,0
31.61,975.4,-1.13,-0.5,-21.769999999999982,0.0010000000000000005,-0.0009999999999999992,0.999,319.99,0
31.81,975.91,-1.55,0.5900000000000001,-1280.56,-0.017,-0.003000000000000001,0.999,315.66,0
33.51,976.04,-1.03,-1.65,-2697.47,0.019999999999999997,0.0009999999999999992,0.995,314.51,0
32.76,976.08,-1.06,-1.65,-2741.44,0.023,0.004,0.994,314.2,0
32.38,975.02,-1.3,-3.8099999999999996,-4357.33,0.057,-0.0009999999999999992,0.984,323.27,0
32.66,976.21,-1.08,-0.25,-656.0999999999999,-0.001999999999999999,0.006,0.996,313.04,0
32.37,975.41,-1.34,-8.47,-2024.11,0.135,0.0009999999999999992,0.963,319.93,1
28.94,975.47,-1.08,-0.46,-55.49000000000024,-0.001999999999999999,0.005,0.993,319.37,0
31.9,975.16,-1.25,-3.7199999999999998,-5021.36,0.056,-0.003000000000000001,0.99,322.03,0
32.45,975.31,-4.609999999999999,67.24,-2547.65,-1.768,-0.225,0.5800000000000001,320.81,1
31.47,975.49,-1.17,-0.55,-119.27999999999997,0.0,0.0,0.99,319.23,0
